,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1023,1,1871,PERSONAL HISTORY OF BLOOD TRANSFUSION,HISTORIQUE DE TRANSFUSION SANGUINE,,,,,,,,,,,,,,,
1024,1,5520,MTCT SERVICE MENTAL HEALTH,,,,,,,,,,,,,,,,
1025,1,110126,Basophilic Leukocytosis,basofilia,basofilie,,,,,,,,,,,,,,
1026,1,110526,Cytomegaloviral Colitis,colitis por citomegalovirus,,,,,,,,,,,,,,,
1027,1,111735,"Diabetes Mellitus Type II, Controlled, with no Complications",diabetes mellitus tipo II sin complicaciones,,,,,,,,,,,,,,,
1028,1,116107,Diffuse Non-Hodgkin's Mixed Small and Large Cell (Diffuse) Lymphoma,linfoma maligno de cÃ©lulas mixtas pequeÃ±as y grandes,,,,,,,,,,,,,,,
1029,1,118353,Falciparum Malaria (Malignant Tertian),Paludisme Ã  plasmodium Falciparum,malaria inayosababishwa na fakiparam,paludismo por Plasmodium falciparum,malaria falciparum,Sá»‘t rÃ©t do Falciparum,,,,,,,,,,,
1030,1,126634,Severe Chronic Ulcerative Colitis,colitis ulcerosa crÃ_nica severa,,,,,,,,,,,,,,,
1031,1,145092,Cirrhosis and Chronic Liver Disease,cirrosis y hepatopatÃ_a crÃ_nica,,,,,,,,,,,,,,,
1032,1,159434,Peak expiratory flow rate before bronchodilator,PEF before bronchodilator,DDP avant bronchodilatateur,,,,,,,,,,,,,,
1033,1,161248,Positive for both Plasmodium falciparum and Plasmodium vivax,Positive for both Falciparum and Vivax malaria,,,,,,,,,,,,,,,
1034,1,33334079,Sleeve Gastrectomy: Laproscopic,,,,,,,,,,,,,,,,
1035,1,103,HIV ANTIBODY,,,,,,,,,,,,,,,,
1036,1,225,DIABETES INSIPIDUS,diabetes insÃ_pida,DI,diabetes insipidus,,,,,,,,,,,,,
1037,1,1338,LYMPHOCYTES (%) - MICROSCOPIC EXAM,Lymphocytes (%),Limfosit (%),,,,,,,,,,,,,,
1038,1,5845,MULTIVITAMIN CURRENT,,,,,,,,,,,,,,,,
1039,1,110835,Cold Donath Landsteiner Type Autoimmune Haemolytic Anaemia,hemoglobinuria paroxÃ_stica inducida por frÃ_o,,,,,,,,,,,,,,,
1040,1,112461,Hexosaminidase A Deficiency Disease,enfermedad de Tay - Sachs,,,,,,,,,,,,,,,
1041,1,116528,Kearns-Sayre Syndrome,sÃ_ndrome de Kearns - Sayre,Kearns-Sayre syndroom,,,,,,,,,,,,,,
1042,1,121914,Acute Orchitis,orquitis aguda,ViÃªm tinh hoÃ n cáº¥p,,,,,,,,,,,,,,
1043,1,127815,Recurrent Intestinal Obstruction,obstrucciÃ_n intestinal recurrente,,,,,,,,,,,,,,,
1044,1,134456,Megaduodenum,megaduodeno,megaduodenum,,,,,,,,,,,,,,
1045,1,141307,Encysted Hydrocele,hidrocele quÃ_stico,ingekapselde hydrocoele,_“_¸_´Ñ€__Ñ†_µ_»_µ __ÑÅÑƒ___º_____°_______µ,,,,,,,,,,,,,
1046,1,147104,Blurred vision,imagen visual borrosa,blurred vision,VISION VOILÃ‰E,Kuona ukungu/uluwiluwi,troebel zicht,NhÃ¬n má»ù,NhÃ¬n nhÃ_e,à__à§‹à_–à§‡ à_ùà__à_ªà_¸à__ à__à§‡à_–à__,,,,,,,,
1047,1,155390,calyceal renal calculus,calyxsteen,,,,,,,,,,,,,,,
1048,1,33334053,Subphepatic Drain,,,,,,,,,,,,,,,,
1049,1,33334483,Radiation(Clinical Examination),,,,,,,,,,,,,,,,
1050,1,134,Cellulitis,celulitis,Cellulitis of unspecified site,Cellulite,,,,,,,,,,,,,
1051,1,879,Pruritus,Itching,Prurit,,,,,,,,,,,,,,
1052,1,1045,HIV WESTERN BLOT BANDS,HIV WB BANDS,,,,,,,,,,,,,,,
1053,1,113087,Secondary hypertension,hipertensiÃ_n arterial secundaria,Hypertension secondaire,TÄƒng huyáº¿t Ã¡p thá»© phÃ¡t,,,,,,,,,,,,,
1054,1,115396,Infective Necrosis of Pancreas,necrosis del pÃ¡ncreas,pancreasnecrose,,,,,,,,,,,,,,
1055,1,117627,Haemolytic Anaemia due to Malaria,AnÃ©mie HÃ©molytique dÃ»e au Paludisme,upungufu wa damu kutokana na malaria,anemia hemolÃ_tica por paludismo,,,,,,,,,,,,,
1056,1,120581,Chronic pyelonephritis,pielonefritis crÃ_nica,chronische pyelonefritis,PyÃ©lonÃ©phrite chronique,PyÃ©lite chronique,,,,,,,,,,,,
1057,1,125299,Superior Mesenteric Artery Trunk Injury,lesiÃ_n del tronco de la arteria mesentÃ©rica superior,letsel van arteria mesenterica superior,,,,,,,,,,,,,,
1058,1,129171,Prickling Sensation,sensaciÃ_n de pinchazos,prikkelend gevoel,,,,,,,,,,,,,,
1059,1,148722,Ankylosing Spondylitis,espondilitis anquilosante,ankyloserende spondylitis,ViÃªm cá»™t sá»‘ng dÃ_nh khá»›p,_ê___º_¸_»___·_¸Ñ€ÑƒÑ_Ñ‰_¸__ ÑÅ_¿_____´_¸_»_¸Ñ‚,,,,,,,,,,,,
1060,1,162680,Recovery ward,,,,,,,,,,,,,,,,
1061,1,33334068,Bowel in IPOM,,,,,,,,,,,,,,,,
1062,1,649,WBC,,,,,,,,,,,,,,,,
1063,1,1883,Urgent (status),URGENT (STATUT),replaceá_©á_êá‰_á‰± á‰…áˆçáŒ¡áçç áˆ“áŒˆá‹ù á‹˜á‹µáˆçá‹®,,,,,,,,,,,,,,
1064,1,5543,WEAKNESS,,,,,,,,,,,,,,,,
1065,1,110531,Anorgasmia,incapacidad para el orgasmo,anorgasmie,,,,,,,,,,,,,,
1066,1,113857,Persistent Postpartum Amenorrhoea-Galactorrhoea Syndrome,sÃ_ndrome de amenorrea - galactorrea relacionado con el embarazo,,,,,,,,,,,,,,,
1067,1,116214,Hypotension,hipotensiÃ_n arterial,hypotensie,,,,,,,,,,,,,,
1068,1,118363,"Failed Trial of Labor, Antepartum",ensayo del trabajo de parto fracasado,,,,,,,,,,,,,,,
1069,1,126925,Secondary Malignant Neoplasm of Mesenteric Lymph Nodes,neoplasia maligna secundaria de los ganglios linfÃ¡ticos mesentÃ©ricos,metastasen van de mesenterische lymfeklieren,,,,,,,,,,,,,,
1070,1,131602,Otalgia,otalgia,otalgie,__Ñ‚_°_»___¸Ñè,Otalgie,mal zÃ_rÃ¨y,,,,,,,,,,,
1071,1,137759,Impacted Gallstone of Gallbladder,cÃ¡lculo biliar de vesÃ_cula impactado,calculus galblaasimpactie,,,,,,,,,,,,,,
1072,1,159436,Peak expiratory flow rate change in percentage after bronchodilator,DDP pour cent changement aprÃ¨s bronchodilator,,,,,,,,,,,,,,,
1073,1,161450,"Stool fat test, semi-quantitative",,,,,,,,,,,,,,,,
1074,1,163699,Mesure de l'urÃ©e (calculÃ©e),Urea measurement (calculated),Mezi ure  (kalkile),,,,,,,,,,,,,,
1075,1,33334080,Omental in SG,,,,,,,,,,,,,,,,
1076,1,226,NEONATAL SEPSIS,enfermedad infecciosa neonatal,Infection of Newborn,NEONATAL INFECTION,SEPSIS NEONATAL,,,,,,,,,,,,
1077,1,1341,BASOPHILS (%) - MICROSCOPIC EXAM,Basophiles (%),Bazofil (%),,,,,,,,,,,,,,
1078,1,5854,PAST BCG,,,,,,,,,,,,,,,,
1079,1,110852,Acquired Megacolon,megacolon adquirido,,,,,,,,,,,,,,,
1080,1,112472,Tachyarrhythmia,taquiarritmia,Tachyarrhythmia,,,,,,,,,,,,,,
1081,1,114395,Leg Pain,dolor de pierna,onderste extremiteit pijn,Äêau cáº_ng chÃ¢n,,,,,,,,,,,,,
1082,1,116599,Nesidioblastosis,hiperplasia de las cÃ©lulas de los islotes pancreÃ¡ticos,eilandcelhyperplasie van de pancreas,,,,,,,,,,,,,,
1083,1,119536,Major Depressive Disorder,trastorno depresivo mayor,ernstige depressieve stoornis,,,,,,,,,,,,,,
1084,1,134462,Medullary Thyroid Carcinoma,carcinoma medular tiroideo,,,,,,,,,,,,,,,
1085,1,141330,Empyema with Bronchopleural Fistula,empiema con fÃ_stula broncopleural,empyeem met bronchopleurale fistel,,,,,,,,,,,,,,
1086,1,147228,Bleeding Internal Hemorrhoids,hemorroides internas sangrantes,interne hemorroÃ¯den met bloeding,,,,,,,,,,,,,,
1087,1,155495,chest pain at rest,,,,,,,,,,,,,,,,
1088,1,162354,Can,Can(s),,,,,,,,,,,,,,,
1089,1,33334266,Dobutamine Stress Echo,,,,,,,,,,,,,,,,
1090,1,12,"X-ray, chest",ClichÃ© du thorax,x-ray za kifua,Chest xray,CXR,X-ray chest,RADIOGRAPHIE PULMONAIRE,_ _µ__Ñ‚___µ______Ñ€_°Ñ„_¸Ñè,Kliche pwatrin,Ø_ÛŒÙ†Û’ Ú©Ø§ Ø§ÛŒÚ©Ø_ Ø±Û’,,,,,,,
1091,1,136,CHEST PAIN,,,,,,,,,,,,,,,,
1092,1,376,X-RAY ABDOMEN,,,,,,,,,,,,,,,,
1093,1,884,HUMAN IMMUNODEFICIENCY VIRUS,infecciÃ_n asintomÃ¡tica por virus de la inmunodeficiencia humana,HIV,Human Immunodeficiency Virus (HIV) Infection Status,P23,asymptomatische status van humaan immunodeficiÃ«ntievirus-ziekte,,,,,,,,,,,
1094,1,1046,"HERPES SIMPLEX VIRUS POLYMERASE CHAIN REACTION, QUALITATIVE",HSV PCR QUAL,HERPES PCR QUAL,HSV PCR QUAL,,,,,,,,,,,,,
1095,1,1490,Physical trauma,TRAUMATISME PHYSIQUE,Bikomere byumubiri,Jeraha,Physical injury,à_¶à__à_°à_¿à_°à_¿à_• à_†à_˜à__à__,,,,,,,,,,,
1096,1,5362,OI INELIGIBLE HIV STATUS,,,,,,,,,,,,,,,,
1097,1,110018,Trigger Point with Tension Headache,,,,,,,,,,,,,,,,
1098,1,110405,Chronic Venous Hypertension with Ulcer,Ãºlcera por estasis,TÄƒng Ã¡p lá»±c tÄ©nh máº¡ch mÃ£n tÃ_nh vá»›i loÃ©t,,,,,,,,,,,,,,
1099,1,111525,Vertigo,vÃ©rtigo,vertigo,ChÃ_ng máº·t,"Vertige	",VÃ¨rtij,,,,,,,,,,,
1100,1,125532,Suicide and Self-Inflicted Injury by Extremes of Cold,suicidio o lesiÃ_n autoinfligida por exposiciÃ_n al frÃ_o,,,,,,,,,,,,,,,
1101,1,129338,Postoperative Stitch Abscess,absceso de punto de sutura posquirÃºrgico,postoperatief abces op hechting,,,,,,,,,,,,,,
1102,1,142938,Datura Stramonium Poisoning,intoxicaciÃ_n por Datura stramonium,,,,,,,,,,,,,,,
1103,1,158362,piebaldism,,,,,,,,,,,,,,,,
1104,1,162711,Cab,Taxi,Taxicab,,,,,,,,,,,,,,
1105,1,33334146,GBC+ : Gallbladder was contracted,,,,,,,,,,,,,,,,
1106,1,33334318,Ca Bladder,,,,,,,,,,,,,,,,
1107,1,47,"Pregnancy, hypertension associated",PIH,PREECLAMPSIA,Pregnancy-induced hypertension,TOXEMIA,"GROSSESSE, AVEC HYPERTENSION",GwosÃ¨s ak tansyon,,,,,,,,,,
1108,1,5552,SES,,,,,,,,,,,,,,,,
1109,1,110582,"Central Hearing Loss, Bilateral",hipoacusia central bilateral,,,,,,,,,,,,,,,
1110,1,111761,Tympanosclerosis,timpanoesclerosis,tympanosclerose,_¢_¸___¿_°____ÑÅ_º_»_µÑ€___·,,,,,,,,,,,,,
1111,1,113890,Postmaturity Pregnancy,nacimiento postÃ©rmino,Postmaturity thai,,,,,,,,,,,,,,
1112,1,118631,Endometriosis,endometriosis (trastorno clÃ_nico),EndomÃ©triose,Láº¡c ná»™i máº¡c tá»_ cung,,,,,,,,,,,,,
1113,1,121238,Basedow's Disease,enfermedad de Basedow,Bá»‡nh Basedow,,,,,,,,,,,,,,
1114,1,131860,Open Wound of Scrotum and Testes with Complication,herida abierta del escroto y los testÃ_culos con complicaciÃ_n,gecompliceerde open wonde van het scrotum en de testes,,,,,,,,,,,,,,
1115,1,138664,Hiatus Hernia with Obstruction,hernia de hiato con obstrucciÃ_n,hiatus hernia met obstructie,,,,,,,,,,,,,,
1116,1,145519,Chronic Abdominal Pain,dolor abdominal crÃ_nico,,,,,,,,,,,,,,,
1117,1,150926,AA Amyloidosis,amiloidosis AA,,,,,,,,,,,,,,,
1118,1,163733,<72 heures,<3 days,Mwens pase 72 Ã¨dtan,Less than 72 hours,Less than 3 days,<3 jou,Moins de 3 jours,Moins de 72 heures,<72 hours,<72 Ã¨dtan,<3 jours,Mwens pase 3 jou,,,,,
1119,1,33334081,Bowel in SG,,,,,,,,,,,,,,,,
1120,1,298,"Candidiasis, vaginal",candidiasis de la vagina,Candidiasis of Vagina,Vaginal candidiasis,Pertes vaginales,"Kandidoz, nan vajen",,,,,,,,,,,
1121,1,844,HIV DNA POLYMERASE CHAIN REACTION,HIV DNA PCR,DNA PCR,HIV DNA PCR,Proviral DNA,VIH ADN reaction en chaÃ®ne par polymerase,VIH ADN  reyaksyon en chÃ¨n polimerizasyon,,,,,,,,,,
1122,1,5906,OTHER TESTS,,,,,,,,,,,,,,,,
1123,1,110858,Neurofibromatosis of Small Intestine,neoplasia benigna del intestino delgado,,,,,,,,,,,,,,,
1124,1,112561,Superficial head injury,lesiÃ_n traumÃ¡tica superficial de cabeza,Cháº¥n thÆ°Æ¡ng Ä‘áº§u bá»Å máº·t,,,,,,,,,,,,,,
1125,1,114413,Overweight,sobrepeso,overgewicht BMI <30,,,,,,,,,,,,,,
1126,1,122635,"Blood Donor, Whole Blood",,,,,,,,,,,,,,,,
1127,1,127850,Rectal Prolapse,prolapso rectal,rectumprolaps,Prolapsus rectal,Trá»±c trÃ ng Sa,_’Ñ‹_¿_°_´_µ___¸_µ _¿Ñ€Ñè______ _º_¸Ñˆ_º_¸,,,,,,,,,,,
1128,1,141334,Empyema of Gallbladder,empiema de la vesicular biliar,galblaas empyeem,,,,,,,,,,,,,,
1129,1,155540,cholangiocarcinoma of biliary tract,,,,,,,,,,,,,,,,
1130,1,160034,Died,Muerte,"DÃ¨cÃ©dÃ©	",mouri,,,,,,,,,,,,,
1131,1,387,X-RAY SKULL,,,,,,,,,,,,,,,,
1132,1,1065,Yes,Oui,Yego,á_¥á‹ˆ,SÃ_,_”_°,TRUE,Vrai,Verdadero,SÃ¬,Vero,Sim,Verdadeiro,à__à§çà_¯à__à_Å,Wi,Vre,ÛÅØ§Úº
1133,1,1493,HAS HEALTH INSURANCE,ASSURANCE MALADIE,Ni kiasi cha chembechembe nyekundu za damu katika damu,,,,,,,,,,,,,,
1134,1,5372,CURRENT ARV THERAPY,,,,,,,,,,,,,,,,
1135,1,110071,Facial Laceration,laceraciÃ_n facial,Váº¿t rÃ¡ch á»Ÿ máº·t,,,,,,,,,,,,,,
1136,1,110423,Cystic Fibrosis with Liver Disease,enfermedad hepÃ¡tica por fibrosis quÃ_stica,,,,,,,,,,,,,,,
1137,1,115463,Mushroom Workers' Lung,neumopatÃ_a de los recogedores de hongos,paddestoelenwerkerslong,,,,,,,,,,,,,,
1138,1,120639,"Gout, Renal Disease",nefropatÃ_a gotosa crÃ_nica,,,,,,,,,,,,,,,
1139,1,125973,St. Louis Encephalitis,enfermedad neuroinvasiva por virus de la encefalitis de St. Louis,,,,,,,,,,,,,,,
1140,1,136625,Intracranial Meningioma,meningioma intracraneal,Ná»™i sá»ç Meningioma,,,,,,,,,,,,,,
1141,1,149001,Amebic Liver Abscess,absceso hepÃ¡tico amebiano,leverabces door amoeben,Abces amibien du foie,ÃÅp xe A mÃ_p,,,,,,,,,,,,
1142,1,160911,Fever lasting more than one week,Fever for greater than 7 days,FiÃ¨vre durant plus d'une semaine,LafyÃ¨v ki dire lontan plis pase yon semÃ¨n,,,,,,,,,,,,,
1143,1,162830,Save the Children Ebola stage 2,GI/Wet,StC Ebola stage 2,,,,,,,,,,,,,,
1144,1,33334279,Date (Main Operative Findings),,,,,,,,,,,,,,,,
